ordinal	original_name	original_url	final_url	http_status	disposition	source	params_json	api_url	job_count	evidence_or_error
235	Hexagone	https://hexagon.com/about/careers	https://hexagon.com/about/careers	403	manual_review					HTTP 403; final=https://hexagon.com/about/careers; no validated supported ATS identity found in accessible responses
236	Hotstar	https://tech.hotstar.com/	https://www.jiostar.com/	200	validated_supported	workday	"{""host"":""jiostar.wd102.myworkdayjobs.com"",""site"":""JioStar"",""tenant"":""jiostar""}"	https://jiostar.wd102.myworkdayjobs.com/wday/cxs/jiostar/JioStar/jobs	234	legacy Hotstar URL redirects to JioStar; landing exposes JioStar Workday board; live API HTTP 200 returned valid JSON; job_count=234
237	Honeywell	https://careers.honeywell.com/	https://careers.honeywell.com/en/sites/Honeywell	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
238	HP	https://jobs.hp.com/	https://jobs.hp.com/	200	validated_supported	workday	"{""host"":""hp.wd5.myworkdayjobs.com"",""site"":""ExternalCareerSite"",""tenant"":""hp""}"	https://hp.wd5.myworkdayjobs.com/wday/cxs/hp/ExternalCareerSite/jobs	715	current HP Workday job URLs identify ExternalCareerSite; exact POST returned jobPostings JSON; live API HTTP 200 returned valid JSON; job_count=715
239	HSBC Bank	https://www.hsbc.com/careers	https://www.hsbc.com/careers	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
240	Hub Spot	https://www.hubspot.com/careers/	https://www.hubspot.com/careers	200	validated_supported	greenhouse	"{""board_token"":""hubspot""}"	https://boards-api.greenhouse.io/v1/boards/hubspot/jobs?content=true	0	HubSpot career URLs use gh_jid and the exact HubSpot Greenhouse API returned valid jobs JSON with zero current postings; live API HTTP 200 returned valid JSON; job_count=0
241	Huggingface	https://apply.workable.com/huggingface/	https://apply.workable.com/huggingface/	200	validated_supported	workable	"{""account"":""huggingface""}"	https://apply.workable.com/api/v1/widget/accounts/huggingface?details=true	7	original URL is the Hugging Face Workable account; live API HTTP 200 returned valid JSON; job_count=7
242	5ire	https://www.5ire.org/carreer-blockchain	https://www.5ire.org/carreer-blockchain	530	manual_review					HTTP 530; final=https://www.5ire.org/carreer-blockchain; no validated supported ATS identity found in accessible responses
243	IAC	https://www.iac.com/join-team	https://ir.people-incorporated.com/	301	manual_review					curl: (92) HTTP/2 stream 1 was not closed cleanly: INTERNAL_ERROR (err 2); final=https://ir.people-incorporated.com/; no validated supported ATS identity found in accessible responses
244	IBM	https://www.ibm.com/in-en/employment/	https://www.ibm.com/in-en/careers	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
245	IdeaForge	https://www.ideaforge.co.in/career/	https://ideaforgetech.com/career	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
246	IHS Markit	https://careers.ihsmarkit.com/	https://ihsmarkit.wd1.myworkdayjobs.com/en-US/Careers	200	unsupported					legacy URL is an IHS Markit Workday board, but exact POST https://ihsmarkit.wd1.myworkdayjobs.com/wday/cxs/ihsmarkit/Careers/jobs returns HTTP 422 error JSON; no live importable API
247	Impact Analytics	https://www.impactanalytics.co/join-us/	https://www.impactanalytics.ai/join-us	404	unsupported					landing/followed career links inspected (HTTP 404); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
248	Indeed	https://in.indeed.com/cmp/Indeed	https://in.indeed.com/cmp/Indeed	403	manual_review					HTTP 403; final=https://in.indeed.com/cmp/Indeed; no validated supported ATS identity found in accessible responses
249	India Mart	https://careers.indiamart.com/	https://careers.indiamart.com/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
250	Infor	https://www.infor.com/nordics/about/careers	https://www.infor.com/nordics/about/careers	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
251	Informatica	https://informatica.gr8people.com/jobs	https://www.salesforce.com/company/careers/jobs/?search=&bc=OTH	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
252	Infospoke	http://www.infospoke.in/careers.html	http://www.infospoke.in/careers.html	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
253	Inmobi	https://www.inmobi.com/company/careers/	https://www.inmobi.com/company/careers	200	validated_supported	greenhouse	"{""board_token"":""glance""}"	https://boards-api.greenhouse.io/v1/boards/glance/jobs?content=true	39	InMobi career landing links the group Glance Greenhouse board; live API HTTP 200 returned valid JSON; job_count=39
254	Innovaccer	https://innovaccer.com/careers/	https://innovaccer.com/careers	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
255	Intel	https://www.intel.com/content/www/us/en/jobs/jobs-at-intel.html	https://www.intel.com/content/www/us/en/jobs/jobs-at-intel.html	403	validated_supported	workday	"{""host"":""intel.wd1.myworkdayjobs.com"",""site"":""External"",""tenant"":""intel""}"	https://intel.wd1.myworkdayjobs.com/wday/cxs/intel/External/jobs	596	current Intel Workday job URLs identify site External; exact POST returned jobPostings JSON; live API HTTP 200 returned valid JSON; job_count=596
256	Intellika	https://www.intellika.in/careers/	https://www.intellika.in/careers/	0	dead					site TLS certificate is expired; ATS could not be inspected safely
257	Intuit	https://www.intuit.com/careers/	https://www.intuit.com/careers/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
258	IP Infusion	https://www.ipinfusion.com/career/	https://www.ipinfusion.com/careers/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
259	ISRO	https://www.isro.gov.in/careers	https://www.isro.gov.in/careers	404	dead					supplied ISRO careers path returns HTTP 404
260	iQuanti	https://www.iquanti.com/contact-us/careers/	https://www.iquanti.com/careers/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
261	Jaguar	https://www.jaguarlandrovercareers.com/	https://www.jaguarlandrovercareers.com/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
262	Jar	https://www.myjar.app/careers	https://www.myjar.app/careers	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
263	Jio	https://careers.jio.com/	https://careers.jio.com/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
264	JM Financial	https://jmfl.com/careers	https://jmfl.com/Error	200	dead					supplied JM Financial URL redirects to an error page
265	JP Morgan	https://careers.jpmorgan.com/IN/en/home	https://www.jpmorganchase.com/careers?redirect=careers_jpm	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
266	Juniper networks	https://www.juniper.net/us/en/company/culture-careers.html	https://careers.hpe.com/juniper	200	validated_supported	workday	"{""host"":""hpe.wd5.myworkdayjobs.com"",""site"":""Jobsathpe"",""tenant"":""hpe""}"	https://hpe.wd5.myworkdayjobs.com/wday/cxs/hpe/Jobsathpe/jobs	1105	Juniper careers redirects to HPE and exposes HPE Workday job links; live API HTTP 200 returned valid JSON; job_count=1105
267	Jupiter money	https://jobs.lever.co/jupiter	https://jobs.lever.co/jupiter	404	dead					supplied Lever board returns HTTP 404 and Lever API returns no valid postings JSON
268	Juspay	https://www.juspay.in/careers/	https://juspay.io/careers	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
269	Jumbotail	https://jumbotail.com/careers/	https://jumbotail.com/careers/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
270	Kantar	https://www.kantar.com/careers	https://www.kantar.com/careers	200	validated_supported	workday	"{""host"":""kantar.wd3.myworkdayjobs.com"",""site"":""KANTAR"",""tenant"":""kantar""}"	https://kantar.wd3.myworkdayjobs.com/wday/cxs/kantar/KANTAR/jobs	74	career landing links Kantar Workday site KANTAR; live API HTTP 200 returned valid JSON; job_count=74
271	Kesari bharat	https://www.linkedin.com/in/deepak-sharda-6594561b1/	https://www.linkedin.com/in/deepak-sharda-6594561b1	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
272	Keyence	https://www.keyence.com/ss/careers/	https://www.keyence.com/ss/careers/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
273	Keyvalue	https://keyvalue.systems/	https://www.keyvalue.systems/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
274	Khatabook	https://khatabook.com/hiring	https://khatabook.com/hiring/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
275	khoros	https://khoros.com/about/careers	https://khoros.ai:443/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
276	KLA Tencor	https://www.kla-tencor.com/careers	https://www.kla.com/careers	200	validated_supported	workday	"{""host"":""kla.wd1.myworkdayjobs.com"",""site"":""Search"",""tenant"":""kla""}"	https://kla.wd1.myworkdayjobs.com/wday/cxs/kla/Search/jobs	927	career landing links KLA Workday site Search; live API HTTP 200 returned valid JSON; job_count=927
277	Koch	https://jobs.kochcareers.com/	https://www.kochinc.com/career-opportunities	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
278	Kotak Mahindra Bank	https://www.kotak.com/en/about-us/careers.html	https://www.kotak.bank.in/en/about-us/careers.html	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
279	LambdaTest	https://www.lambdatest.com/career	https://www.testmuai.com/career/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
280	Lam Research	https://www.lamresearch.com/careers/careers-overview/	https://www.lamresearch.com/careers/careers-overview/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
281	Land rover	https://www.jaguarlandrovercareers.com/	https://www.jaguarlandrovercareers.com/	200	duplicate					same Jaguar Land Rover careers URL as ordinal 261 (Jaguar); do not import twice
282	Lenskart	https://hiring.lenskart.com/	https://ainterviews.com/job_board/lenskart_ho/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
283	Lenovo	https://jobs.lenovo.com/en_US/careers	https://jobs.lenovo.com/en_US/careers	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
284	Leap Finance	https://leapfinance.freshteam.com/jobs	https://leapfinance.freshteam.com/jobs	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
285	Level AI	https://thelevel.ai/career/	https://thelevel.ai/career/	404	validated_supported	lever	"{""site"":""levelai""}"	https://api.lever.co/v0/postings/levelai?mode=json	24	corrected current /careers page links jobs.lever.co/levelai; exact Lever JSON validated; live API HTTP 200 returned valid JSON; job_count=24
286	Licious	https://www.careers.in/	https://www.careers.in/	0	dead					supplied careers.in host does not resolve
287	Liebherr	https://www.liebherr.com/en/usa/start/start-page.html	https://www.liebherr.com/en-us/group/start-page-3782471	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
288	LinkedIn	https://careers.linkedin.com/	https://careers.linkedin.com/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
289	LogicFruit	https://www.logic-fruit.com/	https://www.logic-fruit.com/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
290	Logicmonitor	https://www.logicmonitor.com/careers	https://www.logicmonitor.com/careers	200	validated_supported	greenhouse	"{""board_token"":""logicmonitor""}"	https://boards-api.greenhouse.io/v1/boards/logicmonitor/jobs?content=true	58	exact Greenhouse response contains current LogicMonitor roles; live API HTTP 200 returned valid JSON; job_count=58
291	Lowe&#39;s companies, inc	https://corporate.lowes.com/careers/search-apply	https://talent.lowes.com/us/en	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
292	Magicpin	https://magicpin.darwinbox.in/ms/candidate/careers	https://magicpin.darwinbox.in/ms/candidate/careers	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
293	MakeMyTrip	https://careers.makemytrip.com/	https://careers.makemytrip.com/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
294	Mastercard	https://www.mastercard.us/en-us/vision/who-we-are/careers.html	https://www.mastercard.us/en-us/vision/who-we-are/careers.html	403	validated_supported	workday	"{""host"":""mastercard.wd1.myworkdayjobs.com"",""site"":""CorporateCareers"",""tenant"":""mastercard""}"	https://mastercard.wd1.myworkdayjobs.com/wday/cxs/mastercard/CorporateCareers/jobs	1159	current Mastercard Workday job URLs identify CorporateCareers; exact POST returned jobPostings JSON; live API HTTP 200 returned valid JSON; job_count=1159
295	Mastery	https://mastery.net/careers/	https://www.mastery.net/careers/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
296	Mathworks	https://in.mathworks.com/company/jobs/opportunities.html	https://in.mathworks.com/company/jobs/opportunities.html	403	manual_review					HTTP 403; final=https://in.mathworks.com/company/jobs/opportunities.html; no validated supported ATS identity found in accessible responses
297	Maq Software	https://maqsoftware.com/	https://maqsoftware.com/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
298	McKinsey	https://www.mckinsey.com/in/careers-in-india	https://www.mckinsey.com/in/careers-in-india	0	manual_review					curl: (92) HTTP/2 stream 1 was not closed cleanly: INTERNAL_ERROR (err 2); final=https://www.mckinsey.com/in/careers-in-india; no validated supported ATS identity found in accessible responses
299	Media.net	https://careers.media.net/	https://careers.media.net/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
300	Meta	https://www.metacareers.com/	https://www.metacareers.com/	400	manual_review					HTTP 400; final=https://www.metacareers.com/; no validated supported ATS identity found in accessible responses
301	Meesho	https://careers.meesho.com/	https://careers.meesho.com/	403	validated_supported	lever	"{""site"":""meesho""}"	https://api.lever.co/v0/postings/meesho?mode=json	43	exact Lever response contains current Meesho roles; original career page was access-blocked; live API HTTP 200 returned valid JSON; job_count=43
302	Memory	https://memory.ai/jobs	https://www.timely.com/jobs/	200	validated_supported	ashby	"{""board_name"":""timely""}"	https://api.ashbyhq.com/posting-api/job-board/timely	4	Memory.ai URL redirects to Timely jobs; exact Timely Ashby response validated; live API HTTP 200 returned valid JSON; job_count=4
303	Micron	https://micron.eightfold.ai/careers	https://micron.eightfold.ai/careers	200	validated_supported	workday	"{""host"":""micron.wd1.myworkdayjobs.com"",""site"":""External"",""tenant"":""micron""}"	https://micron.wd1.myworkdayjobs.com/wday/cxs/micron/External/jobs	2833	Micron Eightfold landing exposes Micron Workday identity; exact POST returned jobPostings JSON; live API HTTP 200 returned valid JSON; job_count=2833
304	Microsoft	https://careers.microsoft.com/us/en	https://careers.microsoft.com/v2/global/en/home.html	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
305	MindTickle	https://www.mindtickle.com/careers/	https://jobs.lever.co/mindtickle	200	validated_supported	lever	"{""site"":""mindtickle""}"	https://api.lever.co/v0/postings/mindtickle?mode=json	21	original URL redirects directly to jobs.lever.co/mindtickle; live API HTTP 200 returned valid JSON; job_count=21
306	MobiKwik	https://mobikwik.recruiterbox.com/	https://mobikwik.hire.trakstar.com/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
307	Molbio Diagnostics	https://www.molbiodiagnostics.com/career.php	https://www.molbiodiagnostics.com/careers/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
308	Morgan Stanley	https://www.morganstanley.com/people-opportunities/	https://www.morganstanley.com/people-opportunities/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
309	Mount talent	https://careers.mounttalent.com/	https://careers.mounttalent.com/	530	dead					career host returns Cloudflare HTTP 530
310	MPL	https://mpl.darwinbox.in/ms/candidate/careers	https://mpl.darwinbox.in/ms/candidate/careers	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
311	MTX	https://www.mtxb2b.com/s/career	https://www.mtxb2b.com/s/career	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
312	Multiverse Software	https://multiverseapp.com/	https://multiverseapp.com/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
313	Myntra	https://careers.myntra.com/	https://careers.myntra.com/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
314	Nagarro	https://www.nagarro.com/en/careers	https://www.nagarro.com/en/careers	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
315	NASDAQ	https://www.nasdaq.com/about/careers	https://www.nasdaq.com/about/careers	200	validated_supported	workday	"{""host"":""nasdaq.wd1.myworkdayjobs.com"",""site"":""Global_External_Site"",""tenant"":""nasdaq""}"	https://nasdaq.wd1.myworkdayjobs.com/wday/cxs/nasdaq/Global_External_Site/jobs	188	career landing links Nasdaq Workday Global_External_Site; live API HTTP 200 returned valid JSON; job_count=188
316	National instruments	https://www.ni.com/en-in/about-ni/careers.html	https://www.emerson.com/en/corporate/careers	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
317	NatWest Group	https://jobs.natwestgroup.com/search/jobs/in/country/india	https://jobs.natwestgroup.com/search/jobs/in/country/india	403	manual_review					HTTP 403; final=https://jobs.natwestgroup.com/search/jobs/in/country/india; no validated supported ATS identity found in accessible responses
318	navi	https://www.navifinserv.com/life-at-chaitanya	https://navi.com:443/finserv	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
319	NCR Corporation	https://www.ncr.com/careers	https://www.ncrvoyix.com/about/careers	200	validated_supported	workday	"{""host"":""ncr.wd1.myworkdayjobs.com"",""site"":""ext_apac"",""tenant"":""ncr""}"	https://ncr.wd1.myworkdayjobs.com/wday/cxs/ncr/ext_apac/jobs	79	NCR Voyix careers exposes regional Workday boards; APAC chosen for this India-focused list (also ext_non_us=55, ext_us=141, ext_intern=0); live API HTTP 200 returned valid JSON; job_count=79
320	NetApp	https://www.netapp.com/company/careers/	https://www.netapp.com/company/careers/	403	manual_review					HTTP 403; final=https://www.netapp.com/company/careers/; no validated supported ATS identity found in accessible responses
321	Netcracker	https://www.netcracker.com/careers/	https://www.netcracker.com/careers/	200	validated_supported	greenhouse	"{""board_token"":""netcracker""}"	https://boards-api.greenhouse.io/v1/boards/netcracker/jobs?content=true	34	The current Netcracker board identifies Netcracker and the Greenhouse public API returned HTTP 200 with 34 open jobs.
322	Netflix	https://jobs.netflix.com/	https://jobs.netflix.com/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
323	Netmeds	https://netmeds.darwinbox.in/ms/candidate/careers	https://netmeds.darwinbox.in/ms/candidate/careers	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
324	Nike	https://jobs.nike.com/	https://careers.nike.com/	200	validated_supported	workday	"[{""host"":""nike.wd1.myworkdayjobs.com"",""tenant"":""nike"",""site"":""nke""},{""host"":""nike.wd1.myworkdayjobs.com"",""tenant"":""nike"",""site"":""nke2""}]"	"[""https://nike.wd1.myworkdayjobs.com/wday/cxs/nike/nke/jobs"",""https://nike.wd1.myworkdayjobs.com/wday/cxs/nike/nke2/jobs""]"	949	Nike's current careers experience links two identity-matched Workday sites. Their list APIs returned HTTP 200 with 732 and 217 open jobs (949 total).
325	Ninjacart	https://ninjacart.in/careers/	https://ninjacart.in/careers/	404	dead					Original/final careers URL returned HTTP 404; no live board was available for ATS discovery.
326	Nokia	https://www.nokia.com/about-us/careers/	https://www.nokia.com/careers/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
327	nurture.farm	https://nurture.farm/join-us/	https://nurture.farm/join-us-2/	200	unsupported	skillate				The current official Join Us page links to nurture.skillate.com. Skillate is not a JobWatch-supported ATS.
328	Nutanix	https://www.nutanix.com/company/careers	https://careers.nutanix.com/en/	200	unsupported	custom				The current Nutanix careers portal is an internal/custom jobs experience and exposes Findem talent-CRM links, not a supported public ATS endpoint.
329	Nvidia	https://www.nvidia.com/en-in/about-nvidia/careers/	https://www.nvidia.com/en-in/about-nvidia/careers/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
330	Nykaa	https://www.nykaa.com/careers?gclid=CjwKCAiAv_KMBhAzEiwAs-rX1AaeJPV4qukBH6DJnWPnJfUpAwGN9pMmMU6hYHyEfUELj3RNCKRkkBoCVHAQAvD_BwE&ef_id=CjwKCAiAv_KMBhAzEiwAs-rX1AaeJPV4qukBH6DJnWPnJfUpAwGN9pMmMU6hYHyEfUELj3RNCKRkkBoCVHAQAvD_BwE:G:s&s_kwcid=AL!599!3!560340772706!!!g!!&utm_source=GooglePaid&utm_medium=search&utm_campaign=adwords_search_dsa_full_site	https://careers.nykaa.com/	200	unsupported	custom				The current Nykaa careers site lists jobs on internal UUID routes; no supported public ATS endpoint was exposed.
331	Ninjacart	https://ninjacart.in/careers/	https://ninjacart.in/careers/	404	duplicate					Exact duplicate of ordinal 325: same normalized company name and original URL.
332	Obvious	https://obvious.in/careers	https://www.obvious.in/careers	404	dead					Original/final careers URL returned HTTP 404; no live board was available for ATS discovery.
333	Ocrolus	https://www.ocrolus.com/careers/	https://www.ocrolus.com/careers/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
334	Ola	https://www.olacabs.com/careers	https://www.olacabs.com/careers	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
335	Olx	https://careers.olxgroup.com/	https://careers.olxgroup.com/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
336	OneCard	https://www.getonecard.app/careers/	https://www.getonecard.app/careers/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
337	Oneplus	https://www.oneplus.com/global/careers	https://www.oneplus.com/global/careers	404	dead					Original/final careers URL returned HTTP 404; no live board was available for ATS discovery.
338	Oracle	https://www.oracle.com/apac/corporate/careers/	https://www.oracle.com/apac/careers/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
339	OYO	https://www.naukri.com/oyo-jobs-careers-2884032	https://www.naukri.com/oyo-jobs-careers-2884032	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
340	Observe.ai	https://www.observe.ai/careers#section-current-openings	https://www.observe.ai/careers#section-current-openings	200	validated_supported	greenhouse	"{""board_token"":""observeai""}"	https://boards-api.greenhouse.io/v1/boards/observeai/jobs?content=true	16	Observe.ai's company careers page points to the identity-matched Greenhouse board; its public API returned HTTP 200 with 16 open jobs.
341	Open AI	https://openai.com/careers	https://openai.com/careers/	200	validated_supported	ashby	"{""board_name"":""openai""}"	https://api.ashbyhq.com/posting-api/job-board/openai	714	The official OpenAI careers page links applications to jobs.ashbyhq.com/openai; the public Ashby API returned HTTP 200 with 714 open jobs.
342	OpenText	https://careers.opentext.com/	https://careers.opentext.com/us/en	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
343	Optum	https://www.optum.in/about/careers.html	https://www.optum.in/about/careers.html	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
344	Optym	https://optym.com/careers/	https://www.optym.com/careers	200	manual_review	bamboohr	"{""company_slug"":""optym""}"	https://optym.bamboohr.com/careers/list	0	The board metadata identifies Optym and BambooHR's list endpoint returned HTTP 200, but it currently contains 0 jobs, so no live posting could be identity-checked.
345	Palo Alto Networks	https://jobs.paloaltonetworks.com/en/	https://jobs.paloaltonetworks.com/en/	200	validated_supported	workday	"{""host"":""paloaltonetworks.wd5.myworkdayjobs.com"",""tenant"":""paloaltonetworks"",""site"":""panwexternalcareers""}"	https://paloaltonetworks.wd5.myworkdayjobs.com/wday/cxs/paloaltonetworks/panwexternalcareers/jobs	1409	Palo Alto Networks' current careers site exposes this Workday tenant/site; the list API returned HTTP 200 with 1409 open jobs.
346	Park+	https://parkplus.io/we-are-hiring#hiring	https://parkplus.io/we-are-hiring#hiring	404	dead					Original/final careers URL returned HTTP 404; no live board was available for ATS discovery.
347	Paypal	https://www.paypal.com/in/webapps/mpp/jobs	https://careers.pypl.com/home/	200	unsupported	custom				PayPal's current careers.pypl.com search and application experience is company-hosted and did not expose a JobWatch-supported public ATS endpoint.
348	Paytm	https://paytm.com/careers/	https://paytm.com/careers/	200	validated_supported	lever	"{""site"":""paytm""}"	https://api.lever.co/v0/postings/paytm?mode=json	238	Paytm's official careers page links the identity-matched Lever site; the public API returned HTTP 200 with 238 open jobs.
